Ranking,City,Country,Region,NumberOfReportsMade,ReportsScore,MostRecentYearReported,MostRecentReportingScore,UsesGcpProtocolScore,NumberOfGhgReported,GhgScore,Transparency,TotalEmissions,TotalEmissionScore,PerCapitaEmissions,PerCapitaEmissionsScore,Population,Trajectory,TrajectoryScore,Emissions,Overall
151,New Bedford,United States of America,North America,1,0,2018,3,3,3,3,45,480493,5,5.051440286,3,95120,Decreased,,80,62.5
151,Lahti,Finland,Europe,1,0,2017,3,3,3,3,45,717200,5,5.979806065,3,119937,Decreased,,80,62.5
151,Hobart,Australia,Southeast Asia and Oceania,1,0,2018,3,3,3,3,45,513016,5,9.556217868,3,53684,Decreased,,80,62.5
151,Genova,Italy,Europe,1,0,2017,3,3,1,3,45,1810370,3,3.145313312,5,575577,Decreased,,80,62.5
151,Groningen,Netherlands,Europe,1,0,2017,3,3,1,3,45,859000,5,4.284289277,3,200500,Decreased,,80,62.5
151,Elsinore,Denmark,Europe,1,0,2015,3,3,1,3,45,294549,5,4.779156931,3,61632,Decreased,,80,62.5
151,Goiânia,Brazil,Latin America,1,0,2017,3,3,0,3,45,2016320,3,1.548761341,5,1301892,Not able to calculate,,80,62.5
151,Vilnius,Lithuania,Europe,2,3,2014,3,0,0,3,45,1944330,3,3.583186209,5,542626,Not able to calculate,,80,62.5
151,Águeda,Portugal,Europe,1,0,2013,3,3,0,3,45,258882,5,5.423997989,3,47729,Not able to calculate,,80,62.5
151,Stadt Heidelberg,Germany,Europe,1,0,2011,3,3,0,3,45,879900,5,6.070452852,3,144948,Decreased,,80,62.5
151,Guaratinguetá,Brazil,Latin America,1,0,2015,3,3,0,3,45,548196,5,Not reported,3,0,This is our first year of calculation,,80,62.5
221,Auckland,New Zealand,Southeast Asia and Oceania,6,5,2018,3,5,7,5,90,7551034,0,4.665740237,3,1618400,Increased,,30,60
221,New Taipei,Taiwan/ Greater China,East Asia,6,5,2018,3,5,6,5,90,19464204,0,4.843412888,3,4018696,Decreased,,30,60
221,Fayetteville,United States of America,North America,5,5,2019,5,5,3,3,90,1454781,3,15.91664114,0,91400,Decreased,,30,60
221,Moscow,Russian Federation,Europe,4,5,2018,3,3,3,3,70,25680678,0,2.025596938,5,12678079,Decreased,,50,60
221,Probolinggo,Indonesia,Southeast Asia and Oceania,2,3,2013,3,3,3,3,60,Not reported,3,Not reported,3,233123,Not able to calculate,,60,60
221,Pune,India,South and West Asia,2,3,2017,3,3,0,3,60,Not reported,3,Not reported,3,3402000,Not able to calculate,,60,60
227,Paris,France,Europe,1,0,2018,3,5,7,5,65,5489249,0,2.482840052,5,2210875,Decreased,,50,57.5
227,Madrid,Spain,Europe,1,0,2017,3,5,6,5,65,9738746,0,2.981742284,5,3266126,Increased,,50,57.5
227,Adelaide,Australia,Southeast Asia and Oceania,1,0,2018,3,5,6,5,65,537482,5,21.66654573,0,24807,Stayed the same,,50,57.5
227,Abington,United States of America,North America,6,5,2015,3,0,5,5,65,615224,5,11.12319653,0,55310,Decreased,,50,57.5
227,Fortaleza,Brazil,Latin America,1,0,2016,3,5,4,5,65,5139514,0,1.944394149,5,2643247,Decreased,,50,57.5
227,Quito,Ecuador,Latin America,1,0,2019,5,5,3,3,65,5759189,0,2.571995422,5,2239191,Not able to calculate,,50,57.5
227,Belén,Costa Rica,Latin America,1,0,2017,3,3,7,5,55,Not reported,3,Not reported,3,24000,Decreased,,60,57.5
227,Bonn,Germany,Europe,1,0,2016,3,3,7,5,55,Not reported,3,Not reported,3,324670,Decreased,,60,57.5
227,Bursa Nilüfer ,Turkey,Europe,1,0,2017,3,3,7,5,55,Not reported,3,Not reported,3,466000,Increased,,60,57.5
227,Cocody,Côte d'Ivoire,Africa,1,0,2018,3,3,7,5,55,Not reported,3,Not reported,3,800000,Decreased,,60,57.5
227,Lund,Sweden,Europe,1,0,2017,3,3,7,5,55,Not reported,3,Not reported,3,124935,Decreased,,60,57.5
227,Manizales,Colombia,Latin America,1,0,2017,3,3,7,5,55,Not reported,3,Not reported,3,400136,This is our first year of calculation,,60,57.5
227,Monaco,Monaco,Europe,1,0,2018,3,3,7,5,55,Not reported,3,Not reported,3,38100,Increased,,60,57.5
227,Monte Verde,Costa Rica,Latin America,1,0,2016,3,3,7,5,55,Not reported,3,Not reported,3,65,This is our first year of calculation,,60,57.5
227,Municipality of San Pedro Tlaquepaque,Mexico,Latin America,1,0,2016,3,3,7,5,55,Not reported,3,Not reported,3,664193,Not able to calculate,,60,57.5
227,Porvoo,Finland,Europe,1,0,2018,3,3,7,5,55,Not reported,3,Not reported,3,50380,Increased,,60,57.5
227,Sigtuna Municipality,Sweden,Europe,1,0,2016,3,3,7,5,55,Not reported,3,Not reported,3,48130,Decreased,,60,57.5
227,Toyama City,Japan,East Asia,1,0,2017,3,3,7,5,55,Not reported,3,Not reported,3,418686,Not able to calculate,,60,57.5
227,Vinhedo,Brazil,Latin America,1,0,2016,3,3,7,5,55,Not reported,3,Not reported,3,77308,This is our first year of calculation,,60,57.5
227,Dangjin-si,Republic of Korea,East Asia,1,0,2017,3,3,6,5,55,Not reported,3,Not reported,3,166057,Increased,,60,57.5
227,Dobong-gu,Republic of Korea,East Asia,1,0,2017,3,3,6,5,55,Not reported,3,Not reported,3,336698,Decreased,,60,57.5
227,Dong Hoi City,Viet Nam,Southeast Asia and Oceania,1,0,2018,3,3,6,5,55,Not reported,3,Not reported,3,130950,This is our first year of calculation,,60,57.5
227,Erie County,United States of America,North America,1,0,2017,3,3,6,5,55,Not reported,3,Not reported,3,919791,Decreased,,60,57.5
227,Falköping,Sweden,Europe,1,0,2017,3,3,6,5,55,Not reported,3,Not reported,3,33334,Stayed the same,,60,57.5
227,Gaziantep,Turkey,Europe,1,0,2015,3,3,6,5,55,Not reported,3,Not reported,3,2028563,Increased,,60,57.5
227,Guangzhou,China,East Asia,1,0,2016,3,3,6,5,55,Not reported,3,Not reported,3,14904400,Not able to calculate,,60,57.5
227,Helsingborg,Sweden,Europe,1,0,2016,3,3,6,5,55,Not reported,3,Not reported,3,145415,Decreased,,60,57.5
227,Kitakyushu,Japan,East Asia,1,0,2017,3,3,6,5,55,Not reported,3,Not reported,3,946338,Decreased,,60,57.5
227,Nanjing,China,East Asia,1,0,2018,3,3,6,5,55,Not reported,3,Not reported,3,8500000,Not able to calculate,,60,57.5
227,Örebro,Sweden,Europe,1,0,2017,3,3,6,5,55,Not reported,3,Not reported,3,155696,Decreased,,60,57.5
227,Skövde,Sweden,Europe,1,0,2017,3,3,6,5,55,Not reported,3,Not reported,3,55729,Increased,,60,57.5
227,Upplands-Bro kommun,Sweden,Europe,1,0,2017,3,3,6,5,55,Not reported,3,Not reported,3,28912,Decreased,,60,57.5
227,Västervik Municipality,Sweden,Europe,1,0,2017,3,3,6,5,55,Not reported,3,Not reported,3,36679,Decreased,,60,57.5
227,Vinh City,Viet Nam,Southeast Asia and Oceania,1,0,2018,3,3,6,5,55,Not reported,3,Not reported,3,323800,This is our first year of calculation,,60,57.5
227,Yeosu-si,Republic of Korea,East Asia,1,0,2017,3,3,6,5,55,Not reported,3,Not reported,3,282786,Increased,,60,57.5
227,Ansan-si,Republic of Korea,East Asia,1,0,2016,3,3,5,5,55,Not reported,3,Not reported,3,707385,This is our first year of calculation,,60,57.5
227,Encinitas,United States of America,North America,1,0,2016,3,3,5,5,55,Not reported,3,Not reported,3,62038,Decreased,,60,57.5
227,JIMAV,Mexico,Latin America,1,0,2016,3,3,5,5,55,Not reported,3,Not reported,3,371457,This is our first year of calculation,,60,57.5
227,Palmira,Colombia,Latin America,1,0,2010,3,3,5,5,55,Not reported,3,Not reported,3,308671,Increased,,60,57.5
227,Santa Rosa,Philippines,Southeast Asia and Oceania,1,0,2010,3,3,5,5,55,Not reported,3,Not reported,3,353800,Increased,,60,57.5
227,Leicester,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2017,3,5,3,3,55,1486786,3,4.205424902,3,353540,Decreased,,60,57.5
227,Seattle,United States of America,North America,1,0,2018,3,5,3,3,55,3470000,3,4.750821468,3,730400,Decreased,,60,57.5
227,Laval,Canada,North America,1,0,2016,3,5,3,3,55,2220901,3,5.077354811,3,437413,Increased,,60,57.5
227,Athens,Greece,Europe,1,0,2018,3,5,3,3,55,3537650,3,5.327417077,3,664046,Decreased,,60,57.5
227,Oakland,United States of America,North America,1,0,2017,3,5,3,3,55,2462536,3,5.791545056,3,425195,Decreased,,60,57.5
227,São José dos Campos,Brazil,Latin America,1,0,2016,3,5,3,3,55,4246921,3,5.819796721,3,729737,Do not know,,60,57.5
227,Fremont,United States of America,North America,1,0,2015,3,5,3,3,55,1438725,3,6.142176514,3,234237,Decreased,,60,57.5
227,Long Beach,United States of America,North America,1,0,2015,3,5,3,3,55,3090177,3,6.57302661,3,470130,This is our first year of calculation,,60,57.5
227,Hayward,United States of America,North America,1,0,2017,3,5,3,3,55,1103977,3,6.837633783,3,161456,Decreased,,60,57.5
227,London ON,Canada,North America,1,0,2018,3,5,3,3,55,2911300,3,7.260099751,3,401000,Increased,,60,57.5
227,Rochester,United States of America,North America,1,0,2014,3,5,3,3,55,1800000,3,8.548510422,3,210563,Do not know,,60,57.5
227,Windsor,Canada,North America,1,0,2018,3,5,3,3,55,2111433,3,9.032366114,3,233763,Increased,,60,57.5
227,New Orleans,United States of America,North America,1,0,2017,3,5,3,3,55,3606199,3,9.24325121,3,390144,Stayed the same,,60,57.5
227,Lakewood,United States of America,North America,1,0,2018,3,5,3,3,55,1480119,3,9.457629393,3,156500,Decreased,,60,57.5
227,Providence,United States of America,North America,1,0,2018,3,5,3,3,55,1704321,3,9.474608496,3,179883,Decreased,,60,57.5
227,Alcaldìa,Colombia,Latin America,1,0,2017,3,3,4,5,55,Not reported,3,Not reported,3,301226,This is our first year of calculation,,60,57.5
227,Almafuerte,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,12020,This is our first year of calculation,,60,57.5
227,Alpa Corral,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,966,Do not know,,60,57.5
227,Ameghino,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,8869,Do not know,,60,57.5
227,Arequito,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,6836,Not able to calculate,,60,57.5
227,Arias,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,7249,This is our first year of calculation,,60,57.5
227,Armstrong,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,11484,Not able to calculate,,60,57.5
227,Arteaga,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,3359,Increased,,60,57.5
227,Balcarce,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,45408,This is our first year of calculation,,60,57.5
227,Balikpapan,Indonesia,Southeast Asia and Oceania,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,655178,Decreased,,60,57.5
227,Bangkok,Thailand,Southeast Asia and Oceania,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,8420887,Stayed the same,,60,57.5
227,Bath,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,192106,Do not know,,60,57.5
227,Bekasi City,Indonesia,Southeast Asia and Oceania,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,2873484,Increased,,60,57.5
227,Bournemouth,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,395300,This is our first year of calculation,,60,57.5
227,Boynton Beach,United States of America,North America,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,77696,This is our first year of calculation,,60,57.5
227,Bristol,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,463400,Decreased,,60,57.5
227,Camilo Aldao,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,5209,Increased,,60,57.5
227,Campinas,Brazil,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,1204073,This is our first year of calculation,,60,57.5
227,Carcarana,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,16432,Not able to calculate,,60,57.5
227,Carlos Tejedor,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,11570,This is our first year of calculation,,60,57.5
227,Caseros,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,2339,Decreased,,60,57.5
227,Celaya,Mexico,Latin America,1,0,2013,3,3,4,5,55,Not reported,3,Not reported,3,494304,Increased,,60,57.5
227,ceres,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,16731,This is our first year of calculation,,60,57.5
227,Cerrito,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,6874,This is our first year of calculation,,60,57.5
227,Chacabuco,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,51962,Decreased,,60,57.5
227,Chañar Ladeado,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,5415,Not able to calculate,,60,57.5
227,Chañaritos,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,219,This is our first year of calculation,,60,57.5
227,Ciudad Madero,Mexico,Latin America,1,0,2015,3,5,3,3,55,Not reported,3,Not reported,3,220000,Not able to calculate,,60,57.5
227,Coimbatore,India,South and West Asia,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,1601438,Decreased,,60,57.5
227,Correa,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,6171,Decreased,,60,57.5
227,Cosquìn,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,19815,Not able to calculate,,60,57.5
227,Crespo,Argentina,Latin America,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,21338,This is our first year of calculation,,60,57.5
227,Cruz Alta,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,7344,Not able to calculate,,60,57.5
227,Cuyahoga County,United States of America,North America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,1241718,Increased,,60,57.5
227,Dakar,Senegal,Africa,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,1252786,Do not know,,60,57.5
227,Dar es Salaam,United Republic of Tanzania,Africa,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,6041000,Not able to calculate,,60,57.5
227,Delhi,India,South and West Asia,1,0,2014,3,3,4,5,55,Not reported,3,Not reported,3,11034555,Not able to calculate,,60,57.5
227,Dolores,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,27042,This is our first year of calculation,,60,57.5
227,Dublin,United States of America,North America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,65716,Decreased,,60,57.5
227,Dubuque,United States of America,North America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,57882,Decreased,,60,57.5
227,Durham County,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,523500,Decreased,,60,57.5
227,Eau Claire,United States of America,North America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,67000,Stayed the same,,60,57.5
227,Edinburgh,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,524930,This is our first year of calculation,,60,57.5
227,Essex County,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,1492227,This is our first year of calculation,,60,57.5
227,Fuzhou,China,East Asia,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,6933529,Not able to calculate,,60,57.5
227,General Lagos,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,4865,This is our first year of calculation,,60,57.5
227,General Pueyrredon,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,650332,This is our first year of calculation,,60,57.5
227,Georgetown,Guyana,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,133000,This is our first year of calculation,,60,57.5
227,Gobernador Maciá,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,6406,This is our first year of calculation,,60,57.5
227,Gobierno Municipal de Toluca de Lerdo,Mexico,Latin America,1,0,2012,3,5,3,3,55,Not reported,3,Not reported,3,900855,Do not know,,60,57.5
227,Godoy Cruz,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,199392,Decreased,,60,57.5
227,Göteborg,Sweden,Europe,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,579281,Decreased,,60,57.5
227,Gualeguaychú,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,88965,This is our first year of calculation,,60,57.5
227,Guaminì,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,11826,Decreased,,60,57.5
227,Guatemala City,Guatemala,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,902522,This is our first year of calculation,,60,57.5
227,Hallandale Beach,United States of America,North America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,37113,This is our first year of calculation,,60,57.5
227,Hang Tuah Jaya,Malaysia,Southeast Asia and Oceania,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,190529,This is our first year of calculation,,60,57.5
227,Hangzhou City,China,East Asia,1,0,2020,5,3,3,3,55,Not reported,3,Not reported,3,10360000,Not able to calculate,,60,57.5
227,Herrera,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,1767,Not able to calculate,,60,57.5
227,Hobsons Bay,Australia,Southeast Asia and Oceania,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,96470,Not able to calculate,,60,57.5
227,Holland,United States of America,North America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,33216,Decreased,,60,57.5
227,Hollywood,United States of America,North America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,149750,This is our first year of calculation,,60,57.5
227,Honolulu,United States of America,North America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,974563,Increased,,60,57.5
227,Huddersfield,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,437400,Not able to calculate,,60,57.5
227,Jammerbugt,Denmark,Europe,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,38638,Do not know,,60,57.5
227,Jersey City,United States of America,North America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,261746,This is our first year of calculation,,60,57.5
227,Juana Koslay,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,15912,Not able to calculate,,60,57.5
227,Junìn,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,93274,This is our first year of calculation,,60,57.5
227,Justiniano Posse,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,8883,This is our first year of calculation,,60,57.5
227,Kisumu,Kenya,Africa,1,0,2020,5,3,3,3,55,Not reported,3,Not reported,3,1155574,Not able to calculate,,60,57.5
227,Kocaeli,Turkey,Europe,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,1830772,This is our first year of calculation,,60,57.5
227,Kolkata,India,South and West Asia,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,15892788,Not able to calculate,,60,57.5
227,la Ciudad de Paraná,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,260182,Decreased,,60,57.5
227,La Francia,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,6212,This is our first year of calculation,,60,57.5
227,La Rioja,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,180995,Not able to calculate,,60,57.5
227,Laborde,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,5943,Do not know,,60,57.5
227,Leandro . N. Alem,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,31364,This is our first year of calculation,,60,57.5
227,Llambi Campbell,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,2523,Not able to calculate,,60,57.5
227,Loncopue,Argentina,Latin America,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,51,This is our first year of calculation,,60,57.5
227,Los Molles,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,732,Not able to calculate,,60,57.5
227,Los Surgentes,Argentina,Latin America,1,0,2013,3,5,3,3,55,Not reported,3,Not reported,3,2795,Not able to calculate,,60,57.5
227,Madrid (Colombia),Colombia,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,127138,Increased,,60,57.5
227,Maggiolo,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,2062,This is our first year of calculation,,60,57.5
227,Malabrigo,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,7620,Increased,,60,57.5
227,Malargue,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,32006,Increased,,60,57.5
227,Mariá Grande,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,8077,This is our first year of calculation,,60,57.5
227,Mendoza,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,115041,Increased,,60,57.5
227,Twin Cities,United States of America,North America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,3099000,This is our first year of calculation,,60,57.5
227,Miami,United States of America,North America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,467963,Decreased,,60,57.5
227,Milwaukee,United States of America,North America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,590157,This is our first year of calculation,,60,57.5
227,Monte Buey,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,6505,Decreased,,60,57.5
227,Morón,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,321109,Do not know,,60,57.5
227,Mount Barker District Council,Australia,Southeast Asia and Oceania,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,37481,Increased,,60,57.5
227,Muar Municipal Council,Malaysia,Southeast Asia and Oceania,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,281500,This is our first year of calculation,,60,57.5
227,Municipalidad  de Rosario,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,982137,Increased,,60,57.5
227,Municipalidad de Avellaneda,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,26492,This is our first year of calculation,,60,57.5
227,Municipalidad de la Ciudad de Neuquén,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,259182,This is our first year of calculation,,60,57.5
227,Municipalidad de Montecarlo,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,25845,This is our first year of calculation,,60,57.5
227,Municipalidad de Oro Verde,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,6221,This is our first year of calculation,,60,57.5
227,Municipalidad de Puerto Esperanza,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,18286,This is our first year of calculation,,60,57.5
227,Municipalidad de San Carlos de Bariloche,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,112887,Do not know,,60,57.5
227,Municipalidad Venado Tuerto,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,81522,Increased,,60,57.5
227,Municipality of Bell Ville,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,35281,This is our first year of calculation,,60,57.5
227,Municipality of Bragado,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,41336,This is our first year of calculation,,60,57.5
227,Municipality of Centeno,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,3116,Not able to calculate,,60,57.5
227,Municipality of Coronel Dominguez,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,1231,Increased,,60,57.5
227,Municipality of Corrientes,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,349648,Increased,,60,57.5
227,Municipality of Gemona del Friuli,Italy,Europe,1,0,2013,3,5,3,3,55,Not reported,3,Not reported,3,11135,This is our first year of calculation,,60,57.5
227,Municipality of Guaymallén,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,324272,Decreased,,60,57.5
227,Municipality of Inriville,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,3719,This is our first year of calculation,,60,57.5
227,Municipality of Lobos,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,39239,Increased,,60,57.5
227,Municipality of Olavarrìa,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,111708,This is our first year of calculation,,60,57.5
227,Municipality of Patagones,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,31294,This is our first year of calculation,,60,57.5
227,Municipality of Pérez,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,29204,This is our first year of calculation,,60,57.5
227,Municipality of Rauch,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,15520,This is our first year of calculation,,60,57.5
227,Municipality of Resistencia,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,305461,Increased,,60,57.5
227,Municipality of San Antonio de Areco,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,24668,Decreased,,60,57.5
227,Municipality of San Martìn de los Andes,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,37078,Increased,,60,57.5
227,Municipality of Soldini,Argentina,Latin America,1,0,2014,3,5,3,3,55,Not reported,3,Not reported,3,3212,This is our first year of calculation,,60,57.5
227,Municipio de Querétaro,Mexico,Latin America,1,0,2015,3,3,4,5,55,Not reported,3,Not reported,3,878931,Increased,,60,57.5
227,Nairobi,Kenya,Africa,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,4500000,Not able to calculate,,60,57.5
227,Newcastle upon Tyne,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,300196,This is our first year of calculation,,60,57.5
227,Nottingham,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,332900,This is our first year of calculation,,60,57.5
227,Oberá,Argentina,Latin America,1,0,2016,3,5,3,3,55,Not reported,3,Not reported,3,70356,This is our first year of calculation,,60,57.5
227,Oliva (Argentina),Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,15031,This is our first year of calculation,,60,57.5
227,Orange County,United States of America,North America,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,142830,Decreased,,60,57.5
227,Park Forest,United States of America,North America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,21210,Stayed the same,,60,57.5
227,Penampang District Council,Malaysia,Southeast Asia and Oceania,1,0,2017,3,5,3,3,55,Not reported,3,Not reported,3,145630,This is our first year of calculation,,60,57.5
227,Pingtung County,Taiwan/ Greater China,East Asia,1,0,2018,3,3,4,5,55,Not reported,3,Not reported,3,816636,Decreased,,60,57.5
227,Plottier,Argentina,Latin America,1,0,2018,3,5,3,3,55,Not reported,3,Not reported,3,42329,This is our first year of calculation,,60,57.5
